,importances_mean,importances_std
prior_pci_1.0,0.00023425501422826844,0.0001619706182602303
aortic_insuff_3.0,0.00021302588474036988,0.00019880369497265996
ecg_conduct_none_1.0,0.00020350961849295856,7.062343698233492e-05
prior_cabg_1.0,0.00020305501857014184,0.00015077573263745002
gender_2.0,0.0001848923406695624,3.947532486643585e-05
diseased_vessels_number_4.0,0.00017876807021313112,0.00022644805036033485
cad_1.0,0.00017069051917162348,0.00010890026709433081
ecg_rhythm_paced_1.0,0.0001521332220541849,0.00013471662269225166
diabetes_1.0,0.0001372723575857382,4.4693992176839806e-05
prior_generator_1.0,0.000131873539456695,9.865412423786912e-05
prior_carotid_sten_4.0,0.0001298555947717883,0.00010343170580297694
ecg_conduct_LBBB_1.0,0.00011570295313347855,0.00010002579937005288
diseased_vessels_number_3.0,0.00010727550763536264,0.00013257569552016895
meds_beta_blocker_1.0,0.00010225919039361653,5.014735326477447e-05
hypertension_1.0,5.763849471773774e-05,2.0641120270887234e-05
ecg_conduct_RBBB_1.0,5.590139556128637e-05,1.9575722558109622e-05
valve_calc_1.0,2.8744628585863907e-05,7.216180620822907e-05
prox_lad_1.0,2.806839703348718e-05,3.7611406922522326e-05
prev_iliofem_interv_1.0,2.156803778334826e-05,1.4103328539483801e-05
iliofem_tort_4.0,3.4870624204819123e-06,2.509950428800179e-06
iliofem_tort_3.0,0.0,0.0
meds_doac_1.0,-3.2370893268351964e-06,0.0006763680911746859
dialysis_1.0,-0.00033214084572248393,0.0004561142372044964
