,importances_mean,importances_std
device_manufacturer_1_3.0,0.0019038089199400865,0.00012337258285124512
femoral_mld_right,0.001662727383982543,0.0005465970537772487
artery_calc_4.0,0.0016004033455526035,0.00038719895559545043
ecg_rhythm_sinus_1.0,0.001555723809906473,0.0004650065101678611
gender_2.0,0.0014015491907134249,0.00010133182581858487
chronic_lung_2.0,0.0013707861746057094,0.00022852609224409778
prior_bav_1.0,0.0012994565694301797,0.0002757681139728023
prior_carotid_sten_2.0,0.0012244382593600057,6.63195630977341e-05
prox_lad_1.0,0.001176416281811621,0.00011410800483500113
valve_calc_1.0,0.0011241447121659754,9.691244425578351e-05
anaesthesia_4.0,0.0010909704041474732,0.0001502568762984986
prior_cardio_surg_1.0,0.001085633158850774,0.00032397251421486904
aortic_insuff_2.0,0.001031727780853009,0.00027284161028896114
chronic_lung_3.0,0.0010097431344847862,0.0002576717167661939
ecg_conduct_1DAVBlock_1.0,0.0009125700549904136,9.467594485989064e-05
meds_doac_1.0,0.0008821721165553464,0.00010379384378825146
diseased_vessels_number_4.0,0.0008507230483964179,0.00032780483990443176
meds_statins_1.0,0.00081069852697504,0.00015930123073662144
meds_p2y12_1.0,0.0007900976494373158,0.00024049041257695366
annualar_calc_ctaort_1.0,0.0007655166884023235,0.0002288776618426239
meds_aspirin_1.0,0.0007187004308493838,0.00017679708677170866
prior_tia_1.0,0.000679742141861972,5.188362220370748e-05
iliofem_tort_2.0,0.0006751148913827886,0.0002540538579371255
hypertension_1.0,0.0006527127598106919,0.00011421613455884275
meds_ACE_ARB_1.0,0.0006324670243606168,0.00021716240882362038
diabetes_1.0,0.0006285345950653775,0.0002006687646961296
artery_calc_3.0,0.0005888651035557135,4.2234895259456984e-05
diseased_vessels_number_2.0,0.0005741395031640728,5.968548630572565e-05
valve_morph_1.0,0.0005164279214998846,0.00010524713644216905
ecg_conduct_none_1.0,0.0004915103974127754,0.00029313905685791983
prior_pci_1.0,0.0004664257272633643,8.748864392466163e-05
prior_generator_1.0,0.0004502905833939419,0.00017763501313624623
meds_beta_blocker_1.0,0.0004192665888843372,0.0002427804636115933
dialysis_1.0,0.0003738918218946674,0.00018633266209612572
anaesthesia_2.0,0.0003700733487000951,0.00011741607054657955
prior_cabg_1.0,0.00032855976009273926,9.130427888626389e-05
aortic_insuff_4.0,0.00032834612895051853,0.00042742626839359507
prev_iliofem_interv_1.0,0.00032371568495710435,7.487469911298327e-05
diseased_vessels_number_3.0,0.0003129352716783274,8.992305871103243e-05
prior_carotid_sten_4.0,0.0003052705843387349,0.0001092387064788282
prior_acute_mi_1.0,0.0003048444940210393,0.00010642332480798306
high_cfa_burif_1.0,0.000302481191748849,7.441887514679563e-05
cad_1.0,0.00027725064984682744,0.00012044393435056309
aortic_insuff_3.0,0.00027406037411050745,0.00016528083629103587
av_disease_etiology_2.0,0.0002660003107406883,0.00019008068078820212
iliofem_tort_3.0,0.00026031379118864886,0.00011276145017171569
ecg_conduct_RBBB_1.0,0.00023023599248255254,7.409658940012924e-05
ecg_rhythm_paced_1.0,0.00021831477433236212,2.8058954874802598e-05
procedure_indic_1.0,0.00021419131507112167,0.000134511763422821
device_manufacturer_1_2.0,0.00016183148224901966,9.901260138957875e-05
prior_valve_replace_1.0,0.0001456643390774115,8.521051484203754e-05
prior_stroke_1.0,0.00014334268283662245,0.00013744669675205186
ecg_conduct_LBBB_1.0,0.0001037031263765087,0.00016569635285017682
prior_carotid_sten_3.0,6.725538599605674e-05,3.608650382904056e-05
iliofem_tort_4.0,3.721718453282285e-05,0.00012220168867451117
valve_in_valve_1.0,3.6645638829657655e-06,0.0001697812643450991
