,importances_mean,importances_std
artery_calc_3.0,0.00023530257087216454,5.947672191043989e-05
prior_generator_1.0,0.0002351362759124731,0.00016210651126670583
diabetes_1.0,0.00020019935939412646,7.432679570028239e-05
prior_carotid_sten_3.0,0.00019302697422158844,2.4223384963815147e-05
meds_beta_blocker_1.0,0.00018119366616562438,3.73376333752435e-05
prior_cabg_1.0,0.00015768282796275735,3.54387891575947e-05
high_cfa_burif_1.0,0.00013360490227025678,2.4802743705608528e-05
ecg_rhythm_paced_1.0,0.00012750908048371202,7.740864852758511e-05
iliofem_tort_4.0,2.805118288362607e-05,6.061850043810516e-05
dialysis_1.0,-9.835449256070383e-05,0.00014240634472317994
