,importances_mean,importances_std
device_manufacturer_1_3.0,0.0013074508398735808,0.00010580965245923683
prev_iliofem_interv_1.0,0.0012633132552398285,0.00017465669588629965
initial_bav_1.0,0.001232904669058854,0.00020201951669185936
ecg_conduct_none_1.0,0.0011952483802632585,0.0001368547610321984
prior_carotid_sten_5.0,0.0011737174418319674,0.0001908828318892153
ecg_conduct_1DAVBlock_1.0,0.0011457479921170854,0.00019238098047070012
meds_ACE_ARB_1.0,0.0011400981246445952,0.0002294679861050551
meds_p2y12_1.0,0.0011230003320751747,0.0001567931621875288
meds_aspirin_1.0,0.001108172996573753,6.080689057385074e-05
artery_calc_3.0,0.0011032451339488825,9.066587663317909e-05
meds_statins_1.0,0.0010303316002465922,0.00013370441636825504
mitral_regurg_1.0,0.0009948471449139572,0.0001562751458628405
device_manufacturer_1_2.0,0.0009742419902712962,0.00016584511070338948
chronic_lung_2.0,0.0009518088351114784,6.061660029098264e-05
anaesthesia_2.0,0.0009399821764383365,6.157948151177699e-05
iliofem_tort_3.0,0.0009033589673828502,4.012664995400748e-05
hypertension_1.0,0.0007922707698560183,8.441595981252111e-05
aortic_insuff_2.0,0.0007884377116969654,0.00016828148682946988
annualar_calc_ctaort_1.0,0.000724264429700483,0.00019220744870506845
cad_1.0,0.0006638433789132759,0.00011337902879829212
prior_acute_mi_1.0,0.0006532982798472586,8.277190784679122e-05
prior_generator_1.0,0.0006225422148265159,5.6469590813862024e-05
gender_2.0,0.0005909503903265501,0.00010408631875059256
aortic_insuff_4.0,0.0005768263422558206,6.0040421153963755e-05
prior_cardio_surg_1.0,0.0005636373546282991,0.0001033627078486218
meds_beta_blocker_1.0,0.0005549377461858019,0.00014943640788801148
prox_lad_1.0,0.0005364546103930445,8.013864198303653e-05
aortic_insuff_3.0,0.000531955681330909,6.816984995266938e-05
ecg_conduct_RBBB_1.0,0.0005035897107489972,0.0001542324601875866
diabetes_1.0,0.0005003566104205603,0.00010129335024599254
prior_stroke_1.0,0.0004978407540518148,6.471480206498687e-05
iliofem_tort_2.0,0.0004963967701001159,0.00011523734739328056
av_disease_etiology_2.0,0.00046331579010716606,0.00012933348913232704
prior_carotid_sten_2.0,0.00046202400969626024,3.995947681477622e-05
meds_doac_1.0,0.000460659724123369,0.00018872840413595329
prior_pci_1.0,0.0004423788832560449,5.422379201746276e-05
prior_cabg_1.0,0.0004355963948569075,4.0816627838507376e-05
prior_tia_1.0,0.0004041648955185106,2.9180905812230238e-05
diseased_vessels_number_2.0,0.00039118774939834734,0.00014963233170233503
diseased_vessels_number_3.0,0.0002882427595743087,3.684675623021418e-05
valve_calc_1.0,0.0002652201054443637,5.6422962941803636e-05
diseased_vessels_number_4.0,0.00024538000073330845,4.953280469936483e-05
valve_in_valve_1.0,0.00023801039505859655,3.412776967887548e-05
prior_carotid_sten_4.0,0.00022703265280497043,7.45945295025399e-05
ecg_rhythm_paced_1.0,0.0002245247654843352,4.8945576982844837e-05
prior_valve_replace_1.0,0.0002230890354737891,2.3835761348156396e-05
procedure_indic_1.0,0.0001667781591159434,2.7572920886288624e-05
valve_morph_1.0,0.00015119484785310888,3.0747877990959784e-05
high_cfa_burif_1.0,0.0001388753597801662,4.041501600970975e-05
ecg_conduct_LBBB_1.0,8.192174703920418e-05,8.103320404404684e-05
dialysis_1.0,6.036549247232514e-05,9.274200073788191e-05
prior_carotid_sten_3.0,4.125040914630951e-05,1.8741210330052748e-05
iliofem_tort_4.0,9.869565656583924e-06,2.628068148418254e-05
